account_number,meter_name,label,zone,parent_meter,type,month,year,day_1,day_2,day_3,day_4,day_5,day_6,day_7,day_8,day_9,day_10,day_11,day_12,day_13,day_14,day_15,day_16,day_17,day_18,day_19,day_20,day_21,day_22,day_23,day_24,day_25,day_26,day_27,day_28,day_29,day_30,day_31
4300267,Z3-59(3B),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300268,Z3-59(4A),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.22,0.16,0.37,0.27,0.18,0.2,0.15,0.37,0.24,0.16,0.23,0.35,0.26,1.14,0.23,0.31,0.17,0.3,0.36,0.64,0.33,0.48,0.29,0.13,0.4,0.42,1.27,0.18,0,0,0
4300066,Z3-59(4B),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.36,0.21,0.2,0,0,0,0,0.39,0.16,0.19,0.41,0.19,0.33,0.58,0.27,0.26,0.3,0.11,0.24,0.42,0.58,0.19,0.2,0.47,0.15,0.13,0.35,0.34,0,0,0
4300269,Z3-59(5),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.73,0.05,0.15,0.21,0.09,0,0.05,0.11,0.21,0.21,0.19,0.17,0.26,0.58,0.51,0.1,0.1,0.01,0,0,0,0.21,0.14,0,0.14,0.17,0.16,0.14,0,0,0
4300270,Z3-59(6),L4,Zone_03_(B),D-59 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.73,0.47,0.44,0.78,0.52,0.34,0.44,0.42,0.8,1.1,0.48,0.52,0.27,0.26,0.41,0.46,0.42,0.33,0.15,0.18,0.16,0.07,0.07,0.07,0.14,0.14,0.14,0.52,0,0,0
4300318,D-60 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,3.13,3.13,2.61,3.43,8.73,3.4,3.52,3.8,3.62,3.9,3.69,4.71,3.85,3.88,3.51,3.44,3.95,3.23,3.06,3.2,2.55,2.36,2.61,2.76,2.19,2.66,2.66,2.35,0,0,0
4300208,D 60-Building Common,L4,Zone_03_(B),D-60 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.02,0.03,0.01,0,0.03,0,0.01,0.01,0.01,0.03,0.01,0.01,0.01,0,0.02,0.03,0.05,0.03,0.03,0.05,0.01,0.02,0.04,0.02,0.06,0.09,0,0.02,0,0,0
4300271,Z3-60(1A),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.17,0.22,0.19,0.27,0.24,0.35,0.32,0.19,0.21,0.23,0.24,0.31,0.32,0.43,0.2,0.3,0.2,0.21,0.25,0.28,0.17,0.1,0.16,0.3,0.12,0.2,0.22,0.27,0,0,0
4300065,Z3-60(1B),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.27,0.51,0.33,0.33,0.36,0.25,0.19,0.32,0.46,0.4,0.26,0.29,0.4,0.24,0.5,0.34,0.55,0.43,0.27,0.29,0.35,0.31,0.35,0.45,0.35,0.38,0.38,0.39,0,0,0
4300272,Z3-60(2A),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.12,0.26,0.1,0.27,0.08,0.07,0.12,0.12,0.1,0.17,0.16,0.22,0.32,0.43,0.64,0.37,0.55,0.37,0.6,0.42,0.38,0.12,0.17,0.12,0.11,0.05,0.25,0.16,0,0,0
4300072,Z3-60(2B),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.35,0.43,0.32,0.31,0.26,0.31,0.27,0.37,0.44,0.29,0.43,0.55,0.26,0.3,0.31,0.39,0.36,0.33,0.32,0.46,0.22,0.36,0.39,0.4,0.33,0.22,0.39,0.33,0,0,0
4300273,Z3-60(3A),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.18,0.21,0.21,0.26,0.83,0.85,0.81,1.15,0.76,1.01,0.98,0.81,0.82,0.42,0.18,0.21,0.2,0.22,0.22,0.72,0.48,0.47,0.46,0.56,0.42,0.45,0.51,0.24,0,0,0
4300067,Z3-60(3B),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300274,Z3-60(4A),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300068,Z3-60(4B),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.16,0.08,0.06,0.3,0.07,0.08,0.11,0.04,0.16,0.19,0.09,0.06,0.04,0.02,0.19,0.18,0.11,0.11,0.13,0.07,0.03,0.07,0.06,0.25,0.04,0.05,0.15,0.04,0,0,0
4300275,Z3-60(5),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0
4300276,Z3-60(6),L4,Zone_03_(B),D-60 Building Bulk Meter,Residential (Apart),Feb-26,2026,1.86,1.42,1.37,1.69,6.83,1.53,1.67,1.62,1.46,1.59,1.56,2.46,1.68,2.02,1.48,1.63,1.91,1.55,1.24,0.92,0.92,0.93,0.91,0.76,0.74,1.23,0.75,0.92,0,0,0
4300319,D-61 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,1.09,0.94,0.87,0.92,0.84,0.76,0.77,0.91,0.95,1.02,1.02,0.99,1.52,2.17,1.06,1.1,1.27,1.76,2.22,1.53,1.8,1.91,2.34,2.55,2.29,2.23,1.74,1.44,0,0,0
4300209,D 61-Building Common,L4,Zone_03_(B),D-61 Building Bulk Meter,D_Building_Common,Feb-26,2026,0.25,0.28,0.04,0.03,0.06,0,0.04,0.05,0.05,0.04,0.07,0.06,0.01,0.02,0.09,0.07,0.02,0.04,0.03,0.01,0.04,0.05,0.04,0.19,0.03,0.04,0.01,0.03,0,0,0
4300277,Z3-61(1A),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.34,0.3,0.25,0.33,0,0,0
4300278,Z3-61(1B),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.35,0.4,0.64,0.41,0.25,0.25,0.38,0.21,0.18,0.1,0.16,0.18,0.46,0.62,0.46,0.26,0.47,0.48,0.43,0.27,0.33,0.45,0.39,0.47,0.49,0,0,0,0,0,0
4300279,Z3-61(2A),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.05,0.03,0.03,0.06,0.1,0.11,0.04,0.09,0.03,0.12,0.02,0.02,0.04,0.19,0.04,0.04,0.03,0.04,0.06,0,0,0.2,0.08,0.06,0.07,0.07,0.01,0,0,0,0
4300280,Z3-61(2B),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0.12,0,0,0,0.05,0.15,0.1,0.02,0,0,0,0,0,0,0,0.12,0.01,0,0.08,0,0,0,0,0
4300281,Z3-61(3A),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0.06,0.05,0,0,0.01,0,0.2,0.09,0.18,0.13,0.32,0.49,0,0,0,0,0,0,0,0,0,0,0.16,0.06,0,0,0,0,0
4300282,Z3-61(3B),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300283,Z3-61(4A),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.41,0.18,0.03,0.1,0.11,0.06,0.13,0.12,0.07,0.25,0.22,0.26,0.42,0.35,0,0.3,0.29,0.26,0.36,0.37,0.23,0.35,0.42,0.23,0.34,0.34,0.32,0.28,0,0,0
4300284,Z3-61(4B),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.15,0.45,0.51,0.43,0.46,0.33,0.68,0.53,0.24,0.14,0.13,0.08,0,0,0
4300285,Z3-61(5),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300286,Z3-61(6),L4,Zone_03_(B),D-61 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.07,0.07,0.07,0.33,0.35,0.34,0.2,0.32,0.42,0.45,0.4,0.3,0.16,0.4,0.49,0.47,0.33,0.54,0.89,0.5,0.8,0.6,0.72,0.71,0.66,1.26,1.1,0.74,0,0,0
4300187,D-62 Building Bulk Meter,L3,Zone_03_(B),ZONE 3B BULK (#4300344),D_Building_Bulk,Feb-26,2026,3.37,1.25,1.99,1.57,1.55,1.49,2.39,1.82,1.46,1.62,0.66,2.44,1.2,1.61,1.67,1.34,1.7,0.68,1.15,1.1,1.61,1.23,0.79,1.02,1.12,1.25,0.88,1.23,0,0,0
4300142,D 62-Building Common,L4,Zone_03_(B),D-62 Building Bulk Meter,D_Building_Common,Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300062,Z3-62(1),L4,Zone_03_(B),D-62 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.44,0.08,0.07,0.07,0.1,0.07,0.07,0.36,0.07,0.06,0.08,1.64,0.47,0.2,0.67,0.27,0.58,0.12,0.36,0.46,0.46,0.45,0.06,0.06,0.27,0.06,0.07,0.06,0,0,0
4300119,Z3-62(2),L4,Zone_03_(B),D-62 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.29,0.32,0.46,0.07,0.67,0.75,1.39,0.84,0.7,0.69,0.05,0.3,0.29,0.65,0.55,0.22,0.41,0.04,0.15,0.21,0.59,0.15,0.15,0.4,0.03,0.16,0.2,0.32,0,0,0
4300124,Z3-62(3),L4,Zone_03_(B),D-62 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0.01,0,0,0.01,0,0,0.01,0,0.01,0,0,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0,0,0
4300129,Z3-62(4),L4,Zone_03_(B),D-62 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.63,0.04,0.45,0.3,0.21,0.28,0.59,0.23,0.39,0.62,0.24,0.19,0.15,0.4,0.11,0.45,0.22,0.22,0.24,0.14,0.25,0.18,0.14,0.12,0.35,0.55,0.21,0.31,0,0,0
4300133,Z3-62(5),L4,Zone_03_(B),D-62 Building Bulk Meter,Residential (Apart),Feb-26,2026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300054,Z3-62(6),L4,Zone_03_(B),D-62 Building Bulk Meter,Residential (Apart),Feb-26,2026,0.86,0.66,0.88,1,0.47,0.28,0.22,0.27,0.21,0.16,0.16,0.19,0.16,0.19,0.19,0.25,0.28,0.14,0.26,0.12,0.12,0.24,0.21,0.19,0.14,0.19,0.09,0.15,0,0,0
